,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RASGRP3,599.5645170579202,-0.8866916980941674,0.1732051549454185,-5.119314713084534,3.0664787467914686e-07,0.00011418308810488642
RAB29,492.0630768576105,0.8997655293094778,0.17819577693110808,5.049308938770947,4.434111594474281e-07,0.00016098042143738878
STEAP3,310.05812472339016,1.1330099174193535,0.2252553118963912,5.029892116109096,4.907558900229319e-07,0.0001696846913074528
GPR37,906.7203273287591,-0.8685634404757542,0.1726631083440655,-5.030393862393402,4.894732897028597e-07,0.0001696846913074528
GFRA2,51.50858033975165,1.4756374512592718,0.2949891688680381,5.002344516314735,5.663725752538588e-07,0.00018696431378388193
FRMPD3,97.4254188940387,1.1403553918630593,0.2281462896254273,4.99835168801257,5.782245489018808e-07,0.00018696431378388193
TMEM176B,1085.2551612609507,0.8408486911437744,0.1682378758748106,4.997974961176209,5.793550557963564e-07,0.00018696431378388193
AZIN2,284.44163836497273,-1.160955927731216,0.23287054928321088,-4.9854132749061915,6.182950859605883e-07,0.00019519307039825358
IRS2,661.7181626257524,1.0968839858025838,0.22073132942441512,4.969317172432421,6.718908861721565e-07,0.00020759998827642675
S100A11,856.6094726791084,1.2083931022382932,0.24468428369806522,4.938580786534793,7.869317710717935e-07,0.00023352670991460807
ACTN1,576.1620259928582,1.5693988089739457,0.31779981071186997,4.9383251848341265,7.879636954838037e-07,0.00023352670991460807
C2,174.9841475857831,1.278747618565085,0.25957014983826804,4.92640474785657,8.375641282826934e-07,0.00024326212541842546
PDPN,583.784366347999,1.3321156971287857,0.2710167939968557,4.915251477531097,8.866856678480428e-07,0.00024762402439402456
CSTA,111.1626782502976,2.116697910484674,0.43048748057713077,4.9169790202654315,8.788996656609409e-07,0.00024762402439402456
PDIA2,314.5292834772567,-1.2217137126946074,0.2497290071397353,-4.8921578101297625,9.973642216815338e-07,0.00026821709680109693
SLC6A1,1622.593607919867,-0.9427746598152353,0.1925797908835303,-4.895501524276828,9.805533180797094e-07,0.00026821709680109693
AGPAT2,99.31888404215206,0.8828143242945768,0.18102239402046486,4.876823826530398,1.0780763922328693e-06,0.0002772488174337373
STXBP6,931.2164580964933,-0.7464178939186965,0.15301049671150288,-4.878213651747351,1.0705093330393144e-06,0.0002772488174337373
CYBA,648.9596558157534,1.1002960245525906,0.22570291621534885,4.87497478102042,1.08822356381511e-06,0.0002772488174337373
SLC39A14,209.57880983200658,2.3147457424050994,0.4753333202962334,4.869731709450797,1.1174987328165844e-06,0.00027979856203383516
MARCH3,274.22564800478415,1.0341978620052066,0.2140074172038046,4.832532794974644,1.3480689617412775e-06,0.0003318077536001158
RASD1,1094.0932641039194,1.545775644456581,0.3204690384574106,4.823478897984119,1.4107569872255996e-06,0.0003414502161415026
SEC14L5,338.511849366123,-0.7780325660251026,0.16161823309761766,-4.814014799649305,1.4792784520589062e-06,0.0003521652734557284
PLA2G7,116.98166416487945,2.098834049232343,0.43791330582683957,4.7928072093389815,1.644636534470233e-06,0.00038521631860607617
MUSTN1,151.73953933446273,-1.8209291793185027,0.38029985071585437,-4.7881406629292425,1.683336477403187e-06,0.0003880224178547473
SECISBP2L,2783.38141629892,-0.6572789639970251,0.1376181983772001,-4.776104990093518,1.7872310652432509e-06,0.0004055338988978514
PFKP,796.0273217695025,0.6577036886760919,0.1381076143905888,4.762255083315018,1.914414750943168e-06,0.0004277097078953336
NOL4L,405.759196273509,-0.7577985679741382,0.15933920657321457,-4.755882649798048,1.9758122449839988e-06,0.0004347385669948126
CHODL,105.3409900793071,-1.3973926807005919,0.29438912903251235,-4.746753676988744,2.067074305855932e-06,0.0004480306428304454
CHI3L1,1839.754027256051,2.570868705419575,0.5451818071671275,4.715617197093053,2.409791336774252e-06,0.0005146322028328778
MTFP1,86.46905943360449,1.1551339444763762,0.24562553326925732,4.702825187193002,2.5658609610924926e-06,0.0005400207663331185
TRIM36,661.1367183793441,-1.0178108198437639,0.21698010938012563,-4.690802409269089,2.721356823808887e-06,0.0005566132928922909
FAM20C,347.4803803023325,1.5429112017677142,0.32874714691504575,4.693306744245086,2.6882393900935373e-06,0.0005566132928922909
SLC1A5,270.12391682316843,1.5422693757041193,0.3295687705596481,4.679658734306521,2.873528133423158e-06,0.0005795746604662654
PLD1,546.7464950741701,-0.7737676445298076,0.16627982332234273,-4.6534067036492806,3.2649536534536984e-06,0.0006495021500747207
NAMPT,714.9993666718116,1.5057498223649475,0.32486973046958817,4.634934194048911,3.570510459325434e-06,0.0006857025061363733
S100A3,26.798561461221478,1.4517372764720637,0.3132869716044336,4.633889717907181,3.5885821833331754e-06,0.0006857025061363733
CR1,83.58577481455927,1.7011974237501806,0.3669548288861025,4.635985930241588,3.5524013068669572e-06,0.0006857025061363733
